Year,State,County,Ownership,Establishment Count,January Employment,February Employment,March Employment,Total Quarterly Wages,Average Weekly Wage,Employment Location Quotient Relative to U.S.,Total Wage Location Quotient Relative to U.S.
2025,Nebraska,"Nemaha County, Nebraska",Federal Government,8,28,31,32,"557,478","1,414",0.57,0.41
2025,Nebraska,"Nuckolls County, Nebraska",Federal Government,6,13,14,14,"210,904","1,187",0.46,0.5
2025,Nebraska,"Otoe County, Nebraska",Federal Government,11,52,53,54,"971,851","1,411",0.45,0.46
2025,Nebraska,"Pawnee County, Nebraska",Federal Government,6,20,20,21,"266,899","1,010",1.59,1.38
2025,Nebraska,"Perkins County, Nebraska",Federal Government,5,12,12,13,"154,195",962,0.59,0.41
2025,Nebraska,"Phelps County, Nebraska",Federal Government,7,60,62,61,"1,039,265","1,311",0.66,0.59
2025,Nebraska,"Pierce County, Nebraska",Federal Government,4,21,22,25,"356,037","1,208",0.67,0.65
2025,Nebraska,"Platte County, Nebraska",Federal Government,12,87,91,92,"1,689,714","1,444",0.24,0.23
2025,Nebraska,"Polk County, Nebraska",Federal Government,6,24,20,20,"321,937","1,161",0.74,0.76
2025,Nebraska,"Red Willow County, Nebraska",Federal Government,9,72,72,73,"1,351,482","1,437",0.78,0.91
2025,Nebraska,"Richardson County, Nebraska",Federal Government,8,33,33,33,"450,414","1,050",0.74,0.7
2025,Nebraska,"Rock County, Nebraska",Federal Government,1,2,2,2,"42,572","1,637",0.24,0.3
2025,Nebraska,"Saline County, Nebraska",Federal Government,11,52,52,52,"1,024,026","1,515",0.41,0.43
2025,Nebraska,"Sarpy County, Nebraska",Federal Government,35,"2,725","2,731","2,738","86,236,534","2,429",1.74,2.68
2025,Nebraska,"Saunders County, Nebraska",Federal Government,17,130,105,112,"2,267,840","1,508",1.01,1.26
2025,Nebraska,"Scotts Bluff County, Nebraska",Federal Government,20,149,147,152,"3,174,256","1,635",0.49,0.59
2025,Nebraska,"Seward County, Nebraska",Federal Government,11,56,52,48,"822,548","1,217",0.42,0.44
2025,Nebraska,"Sheridan County, Nebraska",Federal Government,9,23,21,23,"297,495","1,025",0.68,0.64
2025,Nebraska,"Sherman County, Nebraska",Federal Government,4,10,10,11,"116,886",870,0.82,0.67
2025,Nebraska,"Sioux County, Nebraska",Federal Government,2,3,3,3,"47,999","1,231",0.89,1.02
2025,Nebraska,"Stanton County, Nebraska",Federal Government,3,13,9,12,"172,677","1,172",0.49,0.24
2025,Nebraska,"Thayer County, Nebraska",Federal Government,10,33,30,30,"439,259","1,090",0.71,0.63
2025,Nebraska,"Thomas County, Nebraska",Federal Government,4,12,12,12,"163,961","1,051",2.8,2.63
2025,Nebraska,"Thurston County, Nebraska",Federal Government,8,80,75,74,"1,532,877","1,545",1.17,1.24
2025,Nebraska,"Valley County, Nebraska",Federal Government,5,33,26,30,"439,014","1,138",0.9,0.92
2025,Nebraska,"Washington County, Nebraska",Federal Government,7,46,46,47,"960,741","1,595",0.29,0.29
2025,Nebraska,"Wayne County, Nebraska",Federal Government,7,36,31,32,"631,725","1,473",0.4,0.54
2025,Nebraska,"Webster County, Nebraska",Federal Government,6,21,21,24,"298,427","1,043",1.17,1.03
2025,Nebraska,"Wheeler County, Nebraska",Federal Government,1,2,2,2,"20,917",805,0.33,0.24
2025,Nebraska,"York County, Nebraska",Federal Government,10,48,50,48,"820,780","1,297",0.33,0.32
2025,Nebraska,"Unknown Or Undefined, Nebraska",Federal Government,66,785,734,767,"20,412,831","2,061",0.98,0.7
2025,Nevada,"Churchill County, Nevada",Federal Government,13,570,561,555,"9,305,779","1,274",3.24,2.57
2025,Nevada,"Clark County, Nevada",Federal Government,122,"15,116","15,005","14,946","372,467,358","1,907",0.69,0.76
2025,Nevada,"Douglas County, Nevada",Federal Government,13,107,107,109,"2,703,615","1,932",0.27,0.27
2025,Nevada,"Elko County, Nevada",Federal Government,28,316,310,327,"7,225,014","1,750",0.78,0.78
2025,Nevada,"Esmeralda County, Nevada",Federal Government,2,3,3,3,"23,556",604,0.57,0.2
2025,Nevada,"Eureka County, Nevada",Federal Government,1,2,0,2,"35,386","2,042",0.02,0.01
2025,Nevada,"Humboldt County, Nevada",Federal Government,12,137,140,139,"2,668,062","1,480",0.94,0.7
2025,Nevada,"Lander County, Nevada",Federal Government,4,61,61,63,"1,156,338","1,442",0.89,0.42
2025,Nevada,"Lincoln County, Nevada",Federal Government,6,40,40,43,"677,139","1,270",1.65,1.61
2025,Nevada,"Lyon County, Nevada",Federal Government,9,79,73,79,"1,183,808","1,183",0.3,0.24
2025,Nevada,"Mineral County, Nevada",Federal Government,5,56,56,56,"1,091,453","1,499",2.58,2.9
2025,Nevada,"Nye County, Nevada",Federal Government,15,134,132,134,"2,376,726","1,371",0.52,0.38
2025,Nevada,"Pershing County, Nevada",Federal Government,5,17,14,16,"243,576","1,196",0.41,0.2
2025,Nevada,"Storey County, Nevada",Federal Government,1,2,2,2,"48,393","1,861",0.01,0
2025,Nevada,"Washoe County, Nevada",Federal Government,55,"4,089","4,088","4,072","110,806,953","2,088",0.89,1.02
2025,Nevada,"White Pine County, Nevada",Federal Government,10,124,125,129,"2,297,157","1,402",1.56,1
2025,Nevada,"Carson City, Nevada",Federal Government,15,562,549,593,"12,477,973","1,690",0.96,0.87
2025,Nevada,"Unknown Or Undefined, Nevada",Federal Government,63,"1,081","1,082","1,051","31,893,383","2,290",1.7,1.47
2025,New Hampshire,"Belknap County, New Hampshire",Federal Government,22,141,143,142,"2,684,132","1,454",0.29,0.3
2025,New Hampshire,"Carroll County, New Hampshire",Federal Government,32,136,137,142,"2,646,328","1,472",0.38,0.43
2025,New Hampshire,"Cheshire County, New Hampshire",Federal Government,27,181,178,180,"3,267,005","1,399",0.3,0.28
2025,New Hampshire,"Coos County, New Hampshire",Federal Government,20,354,343,352,"9,566,369","2,105",1.58,2.35
2025,New Hampshire,"Grafton County, New Hampshire",Federal Government,41,548,551,551,"12,451,478","1,741",0.52,0.45
2025,New Hampshire,"Hillsborough County, New Hampshire",Federal Government,67,"4,615","4,606","4,564","134,166,927","2,246",1.18,1.23
2025,New Hampshire,"Merrimack County, New Hampshire",Federal Government,49,916,917,905,"26,169,398","2,206",0.61,0.78
2025,New Hampshire,"Rockingham County, New Hampshire",Federal Government,67,"1,621","1,642","1,633","42,495,326","2,003",0.55,0.54
2025,New Hampshire,"Strafford County, New Hampshire",Federal Government,22,344,332,336,"8,310,936","1,895",0.37,0.4
2025,New Hampshire,"Sullivan County, New Hampshire",Federal Government,18,77,77,78,"1,588,962","1,581",0.3,0.31
2025,New Hampshire,"Unknown Or Undefined, New Hampshire",Federal Government,68,230,230,225,"8,424,012","2,838",0.23,0.15
2025,New Jersey,"Atlantic County, New Jersey",Federal Government,49,"2,552","2,517","2,539","80,080,828","2,429",1.07,1.66
2025,New Jersey,"Bergen County, New Jersey",Federal Government,88,"2,634","2,603","2,610","57,226,952","1,683",0.31,0.24
2025,New Jersey,"Burlington County, New Jersey",Federal Government,99,"4,948","4,897","4,943","107,662,870","1,680",1.2,1.04
2025,New Jersey,"Camden County, New Jersey",Federal Government,55,"2,305","2,291","2,286","54,971,273","1,843",0.57,0.59
2025,New Jersey,"Cape May County, New Jersey",Federal Government,33,451,448,446,"8,584,714","1,473",0.66,0.76
2025,New Jersey,"Cumberland County, New Jersey",Federal Government,31,617,619,618,"14,494,246","1,804",0.53,0.66
2025,New Jersey,"Essex County, New Jersey",Federal Government,80,"8,821","8,763","8,847","289,341,859","2,526",1.3,1.31
2025,New Jersey,"Gloucester County, New Jersey",Federal Government,34,514,510,501,"9,887,430","1,496",0.2,0.2
2025,New Jersey,"Hudson County, New Jersey",Federal Government,44,"4,319","4,289","4,263","93,041,381","1,668",0.81,0.47
2025,New Jersey,"Hunterdon County, New Jersey",Federal Government,32,255,242,251,"4,629,083","1,428",0.27,0.18
2025,New Jersey,"Mercer County, New Jersey",Federal Government,51,"2,344","2,332","2,331","61,387,000","2,022",0.46,0.33
2025,New Jersey,"Middlesex County, New Jersey",Federal Government,71,"2,681","2,716","2,715","73,902,502","2,102",0.33,0.29
2025,New Jersey,"Monmouth County, New Jersey",Federal Government,77,"1,821","1,808","1,820","42,140,152","1,785",0.34,0.31
2025,New Jersey,"Morris County, New Jersey",Federal Government,76,"5,925","5,911","5,876","177,704,233","2,315",1.01,0.77
2025,New Jersey,"Ocean County, New Jersey",Federal Government,51,"3,355","3,323","3,329","80,382,196","1,854",0.92,1.18
2025,New Jersey,"Passaic County, New Jersey",Federal Government,42,948,932,932,"21,417,850","1,758",0.28,0.29
2025,New Jersey,"Salem County, New Jersey",Federal Government,18,160,153,162,"2,852,189","1,386",0.39,0.29
2025,New Jersey,"Somerset County, New Jersey",Federal Government,43,"1,624","1,622","1,637","45,328,785","2,142",0.44,0.26
2025,New Jersey,"Sussex County, New Jersey",Federal Government,30,289,292,294,"5,101,287","1,345",0.4,0.35
2025,New Jersey,"Union County, New Jersey",Federal Government,49,"1,330","1,317","1,314","32,156,172","1,873",0.3,0.24
2025,New Jersey,"Warren County, New Jersey",Federal Government,22,224,216,219,"3,885,713","1,361",0.34,0.26
2025,New Jersey,"Unknown Or Undefined, New Jersey",Federal Government,86,"2,232","2,285","2,196","78,910,461","2,713",0.48,0.32
2025,New Mexico,"Bernalillo County, New Mexico",Federal Government,105,"14,099","13,983","13,984","375,141,100","2,058",2.1,2.59
2025,New Mexico,"Catron County, New Mexico",Federal Government,10,70,71,69,"1,306,613","1,436",5.25,7.59
2025,New Mexico,"Chaves County, New Mexico",Federal Government,18,251,254,254,"5,376,394","1,635",0.6,0.81
2025,New Mexico,"Cibola County, New Mexico",Federal Government,18,168,168,166,"3,358,943","1,544",1.19,1.51
2025,New Mexico,"Colfax County, New Mexico",Federal Government,11,43,43,48,"792,599","1,365",0.61,0.69
2025,New Mexico,"Curry County, New Mexico",Federal Government,33,898,897,889,"14,057,864","1,209",2.52,2.59
2025,New Mexico,"De Baca County, New Mexico",Federal Government,5,14,13,11,"134,577",817,1.37,1.22
2025,New Mexico,"Dona Ana County, New Mexico",Federal Government,70,"3,429","3,432","3,422","91,017,956","2,043",2.2,3.46
2025,New Mexico,"Eddy County, New Mexico",Federal Government,27,684,678,686,"19,992,950","2,253",1.05,1.18
2025,New Mexico,"Grant County, New Mexico",Federal Government,18,215,224,227,"4,390,655","1,521",1.23,1.26
2025,New Mexico,"Guadalupe County, New Mexico",Federal Government,10,29,28,25,"417,058","1,174",0.88,1.1
2025,New Mexico,"Harding County, New Mexico",Federal Government,6,13,13,13,"141,615",838,4.12,3.13
2025,New Mexico,"Hidalgo County, New Mexico",Federal Government,7,193,189,190,"6,382,635","2,575",7.79,14.14
2025,New Mexico,"Lea County, New Mexico",Federal Government,13,110,103,103,"2,065,390","1,508",0.16,0.14
2025,New Mexico,"Lincoln County, New Mexico",Federal Government,18,85,90,100,"1,553,902","1,304",0.78,0.84
2025,New Mexico,"Los Alamos County, New Mexico",Federal Government,9,255,257,256,"7,487,311","2,250",0.59,0.45
2025,New Mexico,"Luna County, New Mexico",Federal Government,8,416,416,417,"14,112,646","2,607",2.86,5.53
2025,New Mexico,"McKinley County, New Mexico",Federal Government,23,"2,288","2,283","2,271","56,533,059","1,907",6.02,9.53
2025,New Mexico,"Mora County, New Mexico",Federal Government,13,42,43,40,"859,679","1,587",3.06,4.31
2025,New Mexico,"Otero County, New Mexico",Federal Government,50,"1,732","1,726","1,713","30,086,901","1,343",5.08,5.52
2025,New Mexico,"Quay County, New Mexico",Federal Government,8,30,25,25,"421,677","1,216",0.51,0.6
2025,New Mexico,"Rio Arriba County, New Mexico",Federal Government,33,225,237,237,"4,724,864","1,560",1.31,1.64
2025,New Mexico,"Roosevelt County, New Mexico",Federal Government,10,38,36,37,"525,750","1,093",0.33,0.3
2025,New Mexico,"Sandoval County, New Mexico",Federal Government,22,468,458,454,"9,210,435","1,540",0.65,0.65
2025,New Mexico,"San Juan County, New Mexico",Federal Government,30,"1,529","1,524","1,515","38,619,718","1,951",1.65,2.21
2025,New Mexico,"San Miguel County, New Mexico",Federal Government,23,153,149,155,"3,382,700","1,708",1.04,1.58
2025,New Mexico,"Santa Fe County, New Mexico",Federal Government,32,"1,046","1,034","1,027","24,045,689","1,786",0.87,1.03
2025,New Mexico,"Sierra County, New Mexico",Federal Government,13,72,65,68,"1,320,584","1,487",1.02,1.31
2025,New Mexico,"Socorro County, New Mexico",Federal Government,19,182,176,178,"3,233,297","1,392",1.86,1.93
2025,New Mexico,"Taos County, New Mexico",Federal Government,26,257,253,256,"5,426,762","1,635",1.16,1.7
2025,New Mexico,"Torrance County, New Mexico",Federal Government,12,56,55,56,"1,036,220","1,432",0.92,0.93
2025,New Mexico,"Union County, New Mexico",Federal Government,10,37,36,38,"579,031","1,204",1.63,1.59
2025,New Mexico,"Valencia County, New Mexico",Federal Government,11,113,109,112,"2,017,086","1,394",0.33,0.36
2025,New Mexico,"Unknown Or Undefined, New Mexico",Federal Government,64,688,694,683,"18,074,018","2,020",1.49,1.33
2025,New York,"Albany County, New York",Federal Government,82,"5,408","5,400","5,407","137,650,282","1,959",1.19,1.11
2025,New York,"Allegany County, New York",Federal Government,26,111,108,114,"1,760,176","1,220",0.42,0.37
2025,New York,"Bronx County, New York",Federal Government,65,"3,723","3,698","3,668","106,136,794","2,209",0.56,0.7
2025,New York,"Broome County, New York",Federal Government,40,503,488,497,"10,649,160","1,652",0.31,0.32
2025,New York,"Cattaraugus County, New York",Federal Government,41,247,246,243,"4,957,938","1,555",0.45,0.52
2025,New York,"Cayuga County, New York",Federal Government,23,153,149,153,"2,778,438","1,409",0.33,0.28
2025,New York,"Chautauqua County, New York",Federal Government,43,286,283,282,"4,949,471","1,342",0.32,0.32
2025,New York,"Chemung County, New York",Federal Government,23,208,202,203,"4,035,291","1,519",0.32,0.3
2025,New York,"Chenango County, New York",Federal Government,20,89,84,82,"1,405,203","1,272",0.24,0.18
2025,New York,"Clinton County, New York",Federal Government,34,793,766,789,"22,809,332","2,242",1.31,1.89
2025,New York,"Columbia County, New York",Federal Government,36,148,146,148,"2,901,459","1,515",0.38,0.39
2025,New York,"Cortland County, New York",Federal Government,15,133,129,125,"2,423,366","1,445",0.38,0.4
2025,New York,"Delaware County, New York",Federal Government,32,120,118,117,"2,185,969","1,421",0.43,0.37
2025,New York,"Dutchess County, New York",Federal Government,51,"1,238","1,219","1,229","32,356,066","2,026",0.56,0.62
2025,New York,"Erie County, New York",Federal Government,116,"9,085","9,092","9,088","239,209,863","2,025",1.02,1.15
2025,New York,"Essex County, New York",Federal Government,29,262,261,267,"6,407,991","1,872",0.92,1.1
2025,New York,"Franklin County, New York",Federal Government,25,183,178,179,"4,374,775","1,870",0.54,0.56
2025,New York,"Fulton County, New York",Federal Government,9,87,86,87,"1,540,765","1,368",0.28,0.27
2025,New York,"Genesee County, New York",Federal Government,23,552,548,557,"13,789,463","1,920",1.27,1.64
2025,New York,"Greene County, New York",Federal Government,30,92,85,88,"1,702,414","1,483",0.32,0.28
2025,New York,"Hamilton County, New York",Federal Government,9,13,13,13,"156,578",926,0.48,0.33
2025,New York,"Herkimer County, New York",Federal Government,18,74,74,73,"1,233,032","1,288",0.25,0.24
2025,New York,"Jefferson County, New York",Federal Government,63,"3,260","3,257","3,269","57,580,367","1,358",4.3,4.12
2025,New York,"Kings County, New York",Federal Government,103,"7,736","7,694","7,681","203,068,316","2,028",0.41,0.56
2025,New York,"Lewis County, New York",Federal Government,13,53,50,49,"892,887","1,356",0.37,0.36
2025,New York,"Livingston County, New York",Federal Government,25,132,131,133,"2,206,612","1,286",0.36,0.32
2025,New York,"Madison County, New York",Federal Government,26,143,139,141,"2,203,554","1,202",0.35,0.3
2025,New York,"Monroe County, New York",Federal Government,62,"2,882","2,892","2,891","66,792,255","1,779",0.39,0.39
2025,New York,"Montgomery County, New York",Federal Government,15,102,102,102,"1,810,384","1,365",0.28,0.27
2025,New York,"Nassau County, New York",Federal Government,111,"5,410","5,422","5,427","137,284,815","1,949",0.44,0.43
2025,New York,"New York County, New York",Federal Government,145,"20,479","20,431","20,323","673,661,054","2,539",0.42,0.18
2025,New York,"Niagara County, New York",Federal Government,34,966,963,975,"19,940,773","1,585",0.75,0.8
2025,New York,"Oneida County, New York",Federal Government,66,"2,514","2,503","2,505","46,374,726","1,423",1.26,1.11
2025,New York,"Onondaga County, New York",Federal Government,82,"4,413","4,400","4,385","111,446,913","1,949",0.93,0.98
2025,New York,"Ontario County, New York",Federal Government,28,955,944,955,"21,468,090","1,736",0.93,0.95
2025,New York,"Orange County, New York",Federal Government,94,"4,390","4,430","4,451","98,255,020","1,709",1.49,1.57
2025,New York,"Orleans County, New York",Federal Government,11,67,70,72,"1,101,463","1,216",0.34,0.25
2025,New York,"Oswego County, New York",Federal Government,30,258,252,250,"5,283,807","1,604",0.4,0.39
2025,New York,"Otsego County, New York",Federal Government,29,132,133,134,"2,415,344","1,397",0.31,0.28
2025,New York,"Putnam County, New York",Federal Government,9,127,127,128,"2,417,763","1,461",0.25,0.21
2025,New York,"Queens County, New York",Federal Government,97,"13,025","12,941","12,836","337,319,600","2,006",0.88,1
2025,New York,"Rensselaer County, New York",Federal Government,37,399,401,398,"8,371,478","1,613",0.36,0.31
2025,New York,"Richmond County, New York",Federal Government,31,882,863,857,"18,223,370","1,616",0.32,0.3
2025,New York,"Rockland County, New York",Federal Government,31,454,447,442,"8,949,947","1,538",0.16,0.15
2025,New York,"St. Lawrence County, New York",Federal Government,54,566,568,569,"14,727,403","1,996",0.85,1.07
2025,New York,"Saratoga County, New York",Federal Government,35,445,444,445,"8,604,805","1,489",0.25,0.21
2025,New York,"Schenectady County, New York",Federal Government,19,560,556,556,"11,312,627","1,561",0.49,0.38
2025,New York,"Schoharie County, New York",Federal Government,19,65,64,64,"1,124,320","1,344",0.41,0.4
2025,New York,"Schuyler County, New York",Federal Government,12,39,42,43,"649,965","1,210",0.47,0.4
2025,New York,"Seneca County, New York",Federal Government,12,89,85,84,"1,503,682","1,345",0.43,0.35
2025,New York,"Steuben County, New York",Federal Government,37,970,958,965,"21,553,190","1,719",1.47,1.08
2025,New York,"Suffolk County, New York",Federal Government,165,"11,245","11,215","11,259","294,358,301","2,015",0.86,0.85
2025,New York,"Sullivan County, New York",Federal Government,51,196,197,199,"3,915,458","1,526",0.35,0.35
2025,New York,"Tioga County, New York",Federal Government,14,133,128,127,"2,358,779","1,403",0.51,0.4
2025,New York,"Tompkins County, New York",Federal Government,23,266,266,260,"5,461,890","1,591",0.28,0.25
2025,New York,"Ulster County, New York",Federal Government,67,365,365,371,"7,523,154","1,577",0.33,0.32
2025,New York,"Warren County, New York",Federal Government,27,196,192,193,"3,589,277","1,426",0.29,0.26
2025,New York,"Washington County, New York",Federal Government,25,113,107,111,"1,897,259","1,323",0.4,0.35
2025,New York,"Wayne County, New York",Federal Government,23,166,160,166,"2,879,955","1,351",0.31,0.27
2025,New York,"Westchester County, New York",Federal Government,107,"3,990","3,939","3,948","95,972,878","1,865",0.48,0.34
2025,New York,"Wyoming County, New York",Federal Government,16,82,83,84,"1,349,065","1,250",0.36,0.27
2025,New York,"Yates County, New York",Federal Government,12,57,56,58,"971,623","1,311",0.43,0.44
2025,New York,"Unknown Or Undefined, New York",Federal Government,102,"3,585","3,582","3,516","106,054,279","2,291",0.86,0.51
2025,North Carolina,"Alamance County, North Carolina",Federal Government,15,250,243,249,"4,500,533","1,400",0.19,0.19
2025,North Carolina,"Alexander County, North Carolina",Federal Government,4,55,57,57,"901,405","1,231",0.35,0.35
2025,North Carolina,"Alleghany County, North Carolina",Federal Government,8,34,39,38,"601,352","1,250",0.61,0.59
2025,North Carolina,"Anson County, North Carolina",Federal Government,9,46,47,47,"825,481","1,361",0.36,0.41
2025,North Carolina,"Ashe County, North Carolina",Federal Government,13,57,54,55,"955,221","1,328",0.39,0.43
2025,North Carolina,"Avery County, North Carolina",Federal Government,8,43,41,42,"840,233","1,539",0.28,0.4
2025,North Carolina,"Beaufort County, North Carolina",Federal Government,14,126,127,131,"2,162,880","1,300",0.43,0.42
2025,North Carolina,"Bertie County, North Carolina",Federal Government,13,61,61,60,"1,172,927","1,487",0.6,0.79
2025,North Carolina,"Bladen County, North Carolina",Federal Government,15,88,79,81,"1,656,724","1,542",0.33,0.39
2025,North Carolina,"Brunswick County, North Carolina",Federal Government,17,568,587,589,"12,663,011","1,676",0.72,0.88
2025,North Carolina,"Buncombe County, North Carolina",Federal Government,48,"3,976","3,961","3,929","110,905,881","2,157",1.53,2.13
2025,North Carolina,"Burke County, North Carolina",Federal Government,18,171,165,163,"3,065,599","1,418",0.28,0.32
2025,North Carolina,"Cabarrus County, North Carolina",Federal Government,13,357,344,344,"6,491,695","1,434",0.2,0.19
2025,North Carolina,"Caldwell County, North Carolina",Federal Government,9,134,131,130,"2,279,513","1,332",0.26,0.27
2025,North Carolina,"Camden County, North Carolina",Federal Government,4,17,20,19,"275,970","1,137",0.85,0.71
2025,North Carolina,"Carteret County, North Carolina",Federal Government,24,333,326,326,"7,751,394","1,816",0.68,1.05
2025,North Carolina,"Caswell County, North Carolina",Federal Government,8,34,35,38,"630,744","1,360",0.63,0.62
2025,North Carolina,"Catawba County, North Carolina",Federal Government,16,301,299,298,"6,005,700","1,543",0.17,0.18
2025,North Carolina,"Chatham County, North Carolina",Federal Government,12,105,103,105,"1,960,154","1,445",0.27,0.27
2025,North Carolina,"Cherokee County, North Carolina",Federal Government,13,125,122,128,"2,682,881","1,651",0.85,1.16
2025,North Carolina,"Chowan County, North Carolina",Federal Government,5,36,37,36,"557,573","1,180",0.37,0.37
2025,North Carolina,"Clay County, North Carolina",Federal Government,4,29,28,28,"421,534","1,144",0.66,0.61
2025,North Carolina,"Cleveland County, North Carolina",Federal Government,17,175,166,169,"2,955,575","1,337",0.24,0.23
2025,North Carolina,"Columbus County, North Carolina",Federal Government,18,125,128,131,"2,207,572","1,327",0.48,0.48
2025,North Carolina,"Craven County, North Carolina",Federal Government,21,"5,802","5,807","5,802","113,121,005","1,499",7.42,7.93
2025,North Carolina,"Cumberland County, North Carolina",Federal Government,69,"15,267","15,254","15,291","340,569,499","1,716",6.52,7.63
2025,North Carolina,"Currituck County, North Carolina",Federal Government,16,36,37,37,"661,183","1,387",0.3,0.33
2025,North Carolina,"Dare County, North Carolina",Federal Government,16,182,186,187,"4,045,438","1,682",0.53,0.73
2025,North Carolina,"Davidson County, North Carolina",Federal Government,11,195,186,187,"3,284,926","1,335",0.21,0.21
2025,North Carolina,"Davie County, North Carolina",Federal Government,4,54,53,54,"964,916","1,383",0.2,0.2
2025,North Carolina,"Duplin County, North Carolina",Federal Government,18,135,132,134,"2,695,735","1,551",0.35,0.46
2025,North Carolina,"Durham County, North Carolina",Federal Government,30,"6,499","6,468","6,476","202,280,755","2,401",1.44,1.26
2025,North Carolina,"Edgecombe County, North Carolina",Federal Government,12,252,256,255,"5,300,601","1,603",0.89,1.15
2025,North Carolina,"Forsyth County, North Carolina",Federal Government,35,"1,455","1,447","1,447","31,935,334","1,695",0.4,0.35
2025,North Carolina,"Franklin County, North Carolina",Federal Government,7,97,103,97,"1,846,261","1,435",0.35,0.34
2025,North Carolina,"Gaston County, North Carolina",Federal Government,19,"1,242","1,247","1,274","24,874,018","1,525",0.81,0.87
2025,North Carolina,"Gates County, North Carolina",Federal Government,10,14,20,15,"224,681","1,058",0.53,0.58
2025,North Carolina,"Graham County, North Carolina",Federal Government,5,30,33,32,"767,758","1,865",0.85,1.31
2025,North Carolina,"Granville County, North Carolina",Federal Government,11,"1,317","1,304","1,307","42,714,836","2,509",3.25,5.03
2025,North Carolina,"Greene County, North Carolina",Federal Government,7,29,30,28,"467,721","1,241",0.33,0.34
2025,North Carolina,"Guilford County, North Carolina",Federal Government,63,"4,239","4,295","4,287","98,504,469","1,773",0.76,0.82
2025,North Carolina,"Halifax County, North Carolina",Federal Government,15,128,127,121,"2,244,875","1,378",0.42,0.5
2025,North Carolina,"Harnett County, North Carolina",Federal Government,15,157,159,162,"2,867,115","1,384",0.28,0.31
2025,North Carolina,"Haywood County, North Carolina",Federal Government,11,121,121,124,"2,260,872","1,426",0.37,0.42
2025,North Carolina,"Henderson County, North Carolina",Federal Government,22,211,215,220,"4,322,356","1,544",0.26,0.29
2025,North Carolina,"Hertford County, North Carolina",Federal Government,10,57,53,55,"853,779","1,194",0.35,0.33
2025,North Carolina,"Hoke County, North Carolina",Federal Government,5,62,63,62,"1,135,371","1,401",0.35,0.4
2025,North Carolina,"Hyde County, North Carolina",Federal Government,8,26,25,28,"392,376","1,146",0.99,0.94
2025,North Carolina,"Iredell County, North Carolina",Federal Government,20,291,285,291,"5,496,707","1,463",0.19,0.17
2025,North Carolina,"Jackson County, North Carolina",Federal Government,11,56,56,57,"1,046,407","1,429",0.16,0.19
2025,North Carolina,"Johnston County, North Carolina",Federal Government,18,270,258,265,"5,323,828","1,549",0.22,0.22
2025,North Carolina,"Jones County, North Carolina",Federal Government,5,21,23,24,"371,542","1,261",0.79,0.72
2025,North Carolina,"Lee County, North Carolina",Federal Government,10,153,150,162,"3,052,334","1,515",0.31,0.27
2025,North Carolina,"Lenoir County, North Carolina",Federal Government,12,205,211,208,"4,056,240","1,500",0.37,0.42
2025,North Carolina,"Lincoln County, North Carolina",Federal Government,7,123,118,123,"2,084,158","1,321",0.22,0.2
2025,North Carolina,"McDowell County, North Carolina",Federal Government,6,97,96,98,"2,035,947","1,615",0.33,0.43
2025,North Carolina,"Macon County, North Carolina",Federal Government,10,181,176,176,"3,519,272","1,524",0.75,0.94
2025,North Carolina,"Madison County, North Carolina",Federal Government,6,75,77,70,"1,599,877","1,663",0.87,1.24
2025,North Carolina,"Martin County, North Carolina",Federal Government,9,48,47,50,"880,736","1,402",0.42,0.58
2025,North Carolina,"Mecklenburg County, North Carolina",Federal Government,75,"6,007","5,983","6,002","162,081,984","2,079",0.4,0.3
2025,North Carolina,"Mitchell County, North Carolina",Federal Government,8,43,44,42,"758,150","1,356",0.46,0.51
2025,North Carolina,"Montgomery County, North Carolina",Federal Government,8,70,69,70,"1,294,909","1,430",0.41,0.47
2025,North Carolina,"Moore County, North Carolina",Federal Government,18,183,185,194,"3,334,672","1,369",0.24,0.23
2025,North Carolina,"Nash County, North Carolina",Federal Government,14,101,103,110,"1,913,036","1,406",0.14,0.13
2025,North Carolina,"New Hanover County, North Carolina",Federal Government,34,"1,149","1,161","1,166","29,330,981","1,947",0.46,0.53
2025,North Carolina,"Northampton County, North Carolina",Federal Government,15,35,36,36,"586,192","1,264",0.39,0.38
2025,North Carolina,"Onslow County, North Carolina",Federal Government,27,"6,600","6,626","6,593","106,312,085","1,238",6.4,6.64
2025,North Carolina,"Orange County, North Carolina",Federal Government,19,320,313,307,"7,514,175","1,845",0.2,0.19
2025,North Carolina,"Pamlico County, North Carolina",Federal Government,10,31,27,27,"482,637","1,310",0.35,0.52
2025,North Carolina,"Pasquotank County, North Carolina",Federal Government,11,808,803,800,"19,438,887","1,861",2.59,3.77
2025,North Carolina,"Pender County, North Carolina",Federal Government,11,106,105,109,"1,854,904","1,338",0.36,0.37
2025,North Carolina,"Perquimans County, North Carolina",Federal Government,6,33,35,40,"673,081","1,438",0.91,1.04
2025,North Carolina,"Person County, North Carolina",Federal Government,5,48,52,54,"897,548","1,345",0.31,0.3
2025,North Carolina,"Pitt County, North Carolina",Federal Government,29,759,749,746,"18,090,959","1,852",0.48,0.58
2025,North Carolina,"Polk County, North Carolina",Federal Government,6,47,48,47,"856,760","1,392",0.44,0.55
2025,North Carolina,"Randolph County, North Carolina",Federal Government,18,185,186,188,"3,460,450","1,429",0.21,0.22
