Year,State,County,Ownership,Establishment Count,January Employment,February Employment,March Employment,Total Quarterly Wages,Average Weekly Wage,Employment Location Quotient Relative to U.S.,Total Wage Location Quotient Relative to U.S.
2025,Missouri,"Gasconade County",Federal Government,8,51,51,47,"867,478","1,344",0.49,0.68
2025,Missouri,"Gentry County",Federal Government,8,37,39,40,"561,970","1,118",0.96,0.9
2025,Missouri,"Greene County",Federal Government,45,"2,076","2,053","2,055","48,664,293","1,816",0.59,0.74
2025,Missouri,"Grundy County",Federal Government,8,47,44,46,"727,335","1,225",0.82,0.96
2025,Missouri,"Harrison County",Federal Government,11,40,44,38,"585,246","1,107",0.8,0.9
2025,Missouri,"Henry County",Federal Government,11,66,65,62,"1,118,311","1,337",0.38,0.44
2025,Missouri,"Hickory County",Federal Government,11,41,38,36,"544,696","1,093",1.21,1.59
2025,Missouri,"Holt County",Federal Government,9,27,26,26,"421,777","1,232",1.04,1.12
2025,Missouri,"Howard County",Federal Government,10,32,36,36,"583,216","1,294",0.74,0.93
2025,Missouri,"Howell County",Federal Government,16,151,146,151,"3,069,075","1,581",0.51,0.69
2025,Missouri,"Iron County",Federal Government,6,13,14,15,"204,758","1,125",0.22,0.19
2025,Missouri,"Jackson County",Federal Government,92,"16,591","16,665","16,565","392,521,100","1,818",2.3,2.21
2025,Missouri,"Jasper County",Federal Government,24,263,252,255,"4,861,539","1,457",0.23,0.26
2025,Missouri,"Jefferson County",Federal Government,24,320,321,322,"6,240,275","1,495",0.34,0.4
2025,Missouri,"Johnson County",Federal Government,34,"1,138","1,145","1,140","24,151,635","1,628",3.61,5.01
2025,Missouri,"Knox County",Federal Government,9,29,26,27,"388,212","1,093",1.59,1.73
2025,Missouri,"Laclede County",Federal Government,8,76,75,73,"1,240,401","1,278",0.28,0.32
2025,Missouri,"Lafayette County",Federal Government,21,109,105,108,"2,136,636","1,531",0.64,0.87
2025,Missouri,"Lawrence County",Federal Government,12,65,65,67,"1,124,480","1,317",0.39,0.43
2025,Missouri,"Lewis County",Federal Government,9,47,41,41,"758,064","1,356",0.9,1.18
2025,Missouri,"Lincoln County",Federal Government,15,109,105,110,"2,097,816","1,494",0.44,0.49
2025,Missouri,"Linn County",Federal Government,13,57,56,55,"842,076","1,157",0.69,0.67
2025,Missouri,"Livingston County",Federal Government,12,65,66,70,"1,228,743","1,411",0.58,0.69
2025,Missouri,"McDonald County",Federal Government,12,60,57,59,"1,118,481","1,467",0.54,0.69
2025,Missouri,"Macon County",Federal Government,13,55,54,57,"908,349","1,263",0.6,0.67
2025,Missouri,"Madison County",Federal Government,4,37,37,37,"597,519","1,242",0.55,0.65
2025,Missouri,"Maries County",Federal Government,4,13,11,12,"165,569","1,061",0.44,0.5
2025,Missouri,"Marion County",Federal Government,10,111,104,103,"2,086,675","1,514",0.41,0.5
2025,Missouri,"Mercer County",Federal Government,4,24,22,23,"347,997","1,164",1.48,1.48
2025,Missouri,"Miller County",Federal Government,10,46,48,49,"810,848","1,309",0.33,0.39
2025,Missouri,"Mississippi County",Federal Government,9,22,18,17,"287,671","1,165",0.3,0.35
2025,Missouri,"Moniteau County",Federal Government,8,42,49,51,"760,078","1,235",0.65,0.61
2025,Missouri,"Monroe County",Federal Government,11,65,59,60,"982,564","1,232",1.74,2.02
2025,Missouri,"Montgomery County",Federal Government,10,47,45,42,"737,316","1,270",0.69,0.72
2025,Missouri,"Morgan County",Federal Government,8,34,38,37,"572,539","1,212",0.42,0.52
2025,Missouri,"New Madrid County",Federal Government,16,39,37,39,"613,705","1,232",0.27,0.29
2025,Missouri,"Newton County",Federal Government,17,126,127,124,"2,192,346","1,342",0.28,0.28
2025,Missouri,"Nodaway County",Federal Government,21,78,76,79,"1,220,217","1,209",0.5,0.54
2025,Missouri,"Oregon County",Federal Government,7,34,33,34,"493,366","1,127",0.69,0.85
2025,Missouri,"Osage County",Federal Government,11,24,27,23,"414,496","1,293",0.27,0.3
2025,Missouri,"Ozark County",Federal Government,8,9,10,10,"124,476",991,0.34,0.4
2025,Missouri,"Pemiscot County",Federal Government,14,49,50,49,"851,471","1,328",0.54,0.73
2025,Missouri,"Perry County",Federal Government,7,39,35,40,"681,758","1,380",0.22,0.21
2025,Missouri,"Pettis County",Federal Government,13,111,110,109,"2,334,329","1,632",0.28,0.37
2025,Missouri,"Phelps County",Federal Government,16,351,337,339,"8,055,352","1,810",0.9,1.28
2025,Missouri,"Pike County",Federal Government,12,65,62,66,"1,188,517","1,421",0.63,0.74
2025,Missouri,"Platte County",Federal Government,27,733,713,716,"20,557,122","2,194",0.77,1.08
2025,Missouri,"Polk County",Federal Government,14,66,61,61,"938,549","1,152",0.34,0.35
2025,Missouri,"Pulaski County",Federal Government,34,"3,301","3,290","3,278","58,202,422","1,361",12.58,14.42
2025,Missouri,"Putnam County",Federal Government,7,18,19,22,"295,323","1,155",1.17,1.07
2025,Missouri,"Ralls County",Federal Government,7,30,26,29,"491,949","1,336",0.42,0.41
2025,Missouri,"Randolph County",Federal Government,12,64,63,62,"992,883","1,212",0.34,0.34
2025,Missouri,"Ray County",Federal Government,10,53,46,45,"976,863","1,565",0.59,0.84
2025,Missouri,"Reynolds County",Federal Government,8,25,24,23,"475,983","1,526",0.72,0.92
2025,Missouri,"Ripley County",Federal Government,8,67,67,68,"1,353,275","1,546",1.25,2.37
2025,Missouri,"St. Charles County",Federal Government,26,867,851,843,"20,653,952","1,861",0.27,0.3
2025,Missouri,"St. Clair County",Federal Government,8,40,43,40,"606,831","1,139",1.19,1.43
2025,Missouri,"Ste. Genevieve County",Federal Government,7,40,40,44,"751,177","1,398",0.37,0.3
2025,Missouri,"St. Francois County",Federal Government,15,180,175,179,"3,742,887","1,617",0.4,0.58
2025,Missouri,"St. Louis County",Federal Government,76,"6,452","6,412","6,379","137,686,172","1,651",0.56,0.45
2025,Missouri,"Saline County",Federal Government,10,62,60,61,"1,093,158","1,379",0.36,0.41
2025,Missouri,"Schuyler County",Federal Government,7,33,28,30,"462,869","1,174",1.82,2.13
2025,Missouri,"Scotland County",Federal Government,5,21,18,21,"300,253","1,155",0.85,0.88
2025,Missouri,"Scott County",Federal Government,13,86,83,80,"1,712,843","1,587",0.26,0.33
2025,Missouri,"Shannon County",Federal Government,7,15,16,16,"234,686","1,152",0.53,0.7
2025,Missouri,"Shelby County",Federal Government,9,33,27,30,"447,636","1,148",0.86,0.89
2025,Missouri,"Stoddard County",Federal Government,18,132,129,131,"2,532,661","1,491",0.67,0.87
2025,Missouri,"Stone County",Federal Government,10,34,35,37,"662,764","1,443",0.26,0.38
2025,Missouri,"Sullivan County",Federal Government,8,45,41,43,"655,338","1,172",0.95,0.82
2025,Missouri,"Taney County",Federal Government,18,183,184,183,"4,312,295","1,809",0.34,0.6
2025,Missouri,"Texas County",Federal Government,17,84,79,79,"1,499,579","1,430",0.69,0.96
2025,Missouri,"Vernon County",Federal Government,16,77,75,80,"1,368,270","1,361",0.59,0.65
2025,Missouri,"Warren County",Federal Government,7,48,51,50,"929,051","1,439",0.3,0.35
2025,Missouri,"Washington County",Federal Government,8,58,54,55,"1,202,687","1,662",0.56,0.93
2025,Missouri,"Wayne County",Federal Government,11,69,68,68,"1,158,972","1,305",1.56,2.08
2025,Missouri,"Webster County",Federal Government,11,86,84,84,"1,377,639","1,252",0.51,0.57
2025,Missouri,"Worth County",Federal Government,6,20,22,23,"238,175",846,3.27,3.2
2025,Missouri,"Wright County",Federal Government,10,41,41,43,"635,917","1,174",0.47,0.54
2025,Missouri,"St. Louis City",Federal Government,61,"9,040","8,967","8,931","250,209,061","2,143",2.09,2.02
2025,Missouri,"Unknown Or Undefined",Federal Government,84,"3,134","3,142","3,067","86,670,130","2,141",1.14,0.9
2025,Montana,"Beaverhead County",Federal Government,14,163,161,170,"3,605,007","1,684",2.17,2.96
2025,Montana,"Big Horn County",Federal Government,15,431,422,427,"10,529,116","1,898",6.06,8.07
2025,Montana,"Blaine County",Federal Government,12,156,154,154,"3,874,153","1,927",5.87,9.99
2025,Montana,"Broadwater County",Federal Government,6,38,34,35,"721,510","1,556",1.18,1.69
2025,Montana,"Carbon County",Federal Government,14,69,69,71,"1,498,795","1,655",1.18,1.66
2025,Montana,"Carter County",Federal Government,6,17,18,18,"200,739",874,2.98,2.22
2025,Montana,"Cascade County",Federal Government,58,"1,427","1,421","1,431","32,493,186","1,752",2.04,2.49
2025,Montana,"Chouteau County",Federal Government,10,34,36,37,"496,522","1,071",1.55,1.42
2025,Montana,"Custer County",Federal Government,9,180,185,185,"4,033,566","1,692",1.82,2.38
2025,Montana,"Daniels County",Federal Government,6,14,15,15,"226,498","1,188",1.43,1.25
2025,Montana,"Dawson County",Federal Government,7,35,31,31,"514,016","1,223",0.48,0.48
2025,Montana,"Deer Lodge County",Federal Government,4,75,76,77,"1,498,180","1,516",1.18,1.28
2025,Montana,"Fallon County",Federal Government,4,12,10,12,"182,875","1,241",0.52,0.43
2025,Montana,"Fergus County",Federal Government,14,125,130,142,"2,541,631","1,477",1.58,1.85
2025,Montana,"Flathead County",Federal Government,36,702,711,731,"16,436,534","1,769",0.77,0.88
2025,Montana,"Gallatin County",Federal Government,29,637,638,654,"15,801,878","1,890",0.46,0.48
2025,Montana,"Garfield County",Federal Government,9,18,18,18,"255,644","1,092",2.97,3.89
2025,Montana,"Glacier County",Federal Government,16,382,383,392,"9,520,739","1,899",5.03,7.16
2025,Montana,"Golden Valley County",Federal Government,3,7,5,5,"71,535",971,1.21,1.03
2025,Montana,"Granite County",Federal Government,4,25,26,25,"567,662","1,724",1.45,2.48
2025,Montana,"Hill County",Federal Government,16,162,163,160,"4,483,328","2,133",1.22,2.15
2025,Montana,"Jefferson County",Federal Government,10,29,34,37,"711,104","1,641",0.7,0.75
2025,Montana,"Judith Basin County",Federal Government,7,26,24,27,"388,756","1,165",2.68,2.89
2025,Montana,"Lake County",Federal Government,14,83,83,99,"1,560,321","1,359",0.53,0.47
2025,Montana,"Lewis and Clark County",Federal Government,40,"2,057","2,056","2,059","53,861,847","2,014",2.69,3.35
2025,Montana,"Liberty County",Federal Government,6,23,21,23,"296,128","1,020",2.32,2.1
2025,Montana,"Lincoln County",Federal Government,15,401,412,427,"10,560,884","1,965",3.67,5.77
2025,Montana,"McCone County",Federal Government,5,12,15,16,"213,716","1,147",1.46,1.29
2025,Montana,"Madison County",Federal Government,13,42,47,47,"825,278","1,400",0.86,0.75
2025,Montana,"Meagher County",Federal Government,6,27,26,26,"498,292","1,456",1.89,2.78
2025,Montana,"Mineral County",Federal Government,4,42,44,48,"852,370","1,468",2.28,2.9
2025,Montana,"Missoula County",Federal Government,40,"1,391","1,396","1,423","36,239,620","1,986",1.14,1.44
2025,Montana,"Musselshell County",Federal Government,4,14,13,16,"247,972","1,331",0.64,0.43
2025,Montana,"Park County",Federal Government,13,86,83,89,"1,770,573","1,584",0.69,0.79
2025,Montana,"Petroleum County",Federal Government,2,2,3,3,"52,588","1,517",1.52,2.37
2025,Montana,"Phillips County",Federal Government,12,57,63,62,"1,396,751","1,771",2.47,4.55
2025,Montana,"Pondera County",Federal Government,7,34,36,36,"513,084","1,117",1.24,1.16
2025,Montana,"Powder River County",Federal Government,5,14,17,14,"230,441","1,182",1.18,1.1
2025,Montana,"Powell County",Federal Government,11,69,66,65,"1,390,825","1,605",1.44,1.48
2025,Montana,"Prairie County",Federal Government,6,40,40,39,"1,385,798","2,687",4.18,9.89
2025,Montana,"Ravalli County",Federal Government,16,538,533,567,"13,961,251","1,967",2.2,3
2025,Montana,"Richland County",Federal Government,9,69,62,62,"1,423,869","1,703",0.64,0.7
2025,Montana,"Roosevelt County",Federal Government,12,128,132,127,"2,896,629","1,727",1.89,2.64
2025,Montana,"Rosebud County",Federal Government,15,192,195,198,"4,658,608","1,838",2.83,3.17
2025,Montana,"Sanders County",Federal Government,11,97,95,106,"2,143,637","1,660",1.69,2.29
2025,Montana,"Sheridan County",Federal Government,13,59,57,57,"1,609,244","2,147",2.37,4.11
2025,Montana,"Silver Bow County",Federal Government,15,250,247,253,"5,159,853","1,588",0.8,0.88
2025,Montana,"Stillwater County",Federal Government,11,31,34,36,"616,363","1,408",0.65,0.47
2025,Montana,"Sweet Grass County",Federal Government,7,22,22,23,"437,150","1,506",0.84,0.77
2025,Montana,"Teton County",Federal Government,9,39,41,43,"693,885","1,302",1.25,1.42
2025,Montana,"Toole County",Federal Government,12,147,145,146,"4,534,940","2,389",4.26,6.83
2025,Montana,"Treasure County",Federal Government,2,3,3,3,"53,234","1,365",0.82,0.99
2025,Montana,"Valley County",Federal Government,21,147,145,147,"3,524,298","1,853",2.68,4.1
2025,Montana,"Wheatland County",Federal Government,8,19,16,18,"317,012","1,380",1.69,2.03
2025,Montana,"Wibaux County",Federal Government,3,9,8,11,"124,050","1,022",2.23,1.93
2025,Montana,"Yellowstone County",Federal Government,51,"1,815","1,797","1,807","45,888,754","1,954",1.08,1.3
2025,Montana,"Unknown Or Undefined",Federal Government,57,668,666,656,"17,691,865","2,052",2.66,1.91
2025,Nebraska,"Adams County",Federal Government,11,99,93,95,"2,139,523","1,720",0.31,0.42
2025,Nebraska,"Antelope County",Federal Government,8,27,24,25,"374,421","1,137",0.6,0.6
2025,Nebraska,"Arthur County",Federal Government,1,1,1,0,"8,433",973,0,0.49
2025,Nebraska,"Banner County",Federal Government,2,2,2,2,"37,112","1,427",0.82,1
2025,Nebraska,"Blaine County",Federal Government,3,20,20,20,"349,965","1,346",7.72,9.8
2025,Nebraska,"Boone County",Federal Government,6,27,23,24,"388,972","1,213",0.51,0.49
2025,Nebraska,"Box Butte County",Federal Government,6,38,34,35,"697,803","1,505",0.49,0.64
2025,Nebraska,"Boyd County",Federal Government,6,15,15,16,"237,517","1,192",1.44,1.89
2025,Nebraska,"Brown County",Federal Government,5,19,20,15,"257,227","1,099",0.56,0.64
2025,Nebraska,"Buffalo County",Federal Government,17,125,128,126,"2,197,615","1,338",0.23,0.23
2025,Nebraska,"Burt County",Federal Government,6,29,30,31,"448,286","1,149",0.93,0.93
2025,Nebraska,"Butler County",Federal Government,10,38,35,35,"577,209","1,233",0.7,0.57
2025,Nebraska,"Cass County",Federal Government,18,64,61,62,"998,432","1,232",0.54,0.52
2025,Nebraska,"Cedar County",Federal Government,13,92,89,94,"1,680,124","1,410",1.76,2.22
2025,Nebraska,"Chase County",Federal Government,6,29,25,28,"377,348","1,062",0.84,0.68
2025,Nebraska,"Cherry County",Federal Government,10,41,43,47,"706,866","1,245",1.13,1.23
2025,Nebraska,"Cheyenne County",Federal Government,8,38,36,36,"648,868","1,361",0.47,0.54
2025,Nebraska,"Clay County",Federal Government,11,135,136,131,"3,348,155","1,922",3.46,5.36
2025,Nebraska,"Colfax County",Federal Government,8,41,37,41,"831,960","1,613",0.43,0.5
2025,Nebraska,"Cuming County",Federal Government,6,28,26,31,"522,454","1,418",0.43,0.42
2025,Nebraska,"Custer County",Federal Government,13,39,40,41,"631,979","1,215",0.47,0.43
2025,Nebraska,"Dakota County",Federal Government,9,50,48,46,"971,604","1,557",0.17,0.19
2025,Nebraska,"Dawes County",Federal Government,6,128,119,126,"2,500,028","1,547",2.11,3.08
2025,Nebraska,"Dawson County",Federal Government,11,82,75,82,"1,435,169","1,386",0.36,0.37
2025,Nebraska,"Deuel County",Federal Government,2,6,6,6,"68,019",872,0.59,0.49
2025,Nebraska,"Dixon County",Federal Government,9,30,25,30,"408,353","1,109",0.92,0.79
2025,Nebraska,"Dodge County",Federal Government,13,119,117,121,"2,498,341","1,615",0.34,0.4
2025,Nebraska,"Douglas County",Federal Government,60,"6,179","6,120","6,106","157,748,414","1,978",0.94,1.02
2025,Nebraska,"Dundy County",Federal Government,3,11,8,11,"107,272",825,0.88,0.53
2025,Nebraska,"Fillmore County",Federal Government,9,30,31,28,"387,538","1,005",0.61,0.47
2025,Nebraska,"Franklin County",Federal Government,8,19,18,18,"171,383",719,1.21,0.86
2025,Nebraska,"Frontier County",Federal Government,5,15,15,15,"203,025","1,041",1.03,1.04
2025,Nebraska,"Furnas County",Federal Government,9,32,29,30,"440,949","1,118",0.89,0.84
2025,Nebraska,"Gage County",Federal Government,13,78,81,82,"1,311,704","1,256",0.49,0.49
2025,Nebraska,"Garden County",Federal Government,6,17,12,11,"172,352",994,1.19,1.15
2025,Nebraska,"Garfield County",Federal Government,2,10,10,9,"127,087","1,011",0.62,0.67
2025,Nebraska,"Gosper County",Federal Government,3,5,5,5,"96,336","1,482",0.61,0.64
2025,Nebraska,"Grant County",Federal Government,3,5,5,5,"70,087","1,078",0.88,1.02
2025,Nebraska,"Greeley County",Federal Government,5,5,6,6,"95,096","1,291",0.51,0.6
2025,Nebraska,"Hall County",Federal Government,22,612,617,620,"14,927,837","1,863",0.9,1.23
2025,Nebraska,"Hamilton County",Federal Government,8,23,23,26,"341,469","1,094",0.34,0.24
2025,Nebraska,"Harlan County",Federal Government,7,41,40,41,"573,437","1,085",2.56,2.24
2025,Nebraska,"Hayes County",Federal Government,3,10,7,7,"117,588","1,131",1.9,2.48
2025,Nebraska,"Hitchcock County",Federal Government,4,10,8,10,"110,677",912,0.82,0.56
2025,Nebraska,"Holt County",Federal Government,10,50,45,49,"790,856","1,267",0.59,0.6
2025,Nebraska,"Hooker County",Federal Government,1,2,2,2,"38,515","1,481",0.46,0.75
2025,Nebraska,"Howard County",Federal Government,7,34,27,32,"429,500","1,066",1.07,1.02
2025,Nebraska,"Jefferson County",Federal Government,8,32,27,30,"539,722","1,399",0.45,0.52
2025,Nebraska,"Johnson County",Federal Government,7,32,30,31,"452,583","1,123",1.13,0.9
2025,Nebraska,"Kearney County",Federal Government,5,21,20,18,"302,288","1,182",0.47,0.49
2025,Nebraska,"Keith County",Federal Government,8,30,31,37,"552,786","1,302",0.61,0.57
2025,Nebraska,"Keya Paha County",Federal Government,1,1,1,1,"17,277","1,329",0.37,0.59
2025,Nebraska,"Kimball County",Federal Government,5,17,18,18,"294,088","1,280",0.6,0.56
2025,Nebraska,"Knox County",Federal Government,10,51,53,51,"747,000","1,112",0.94,0.96
2025,Nebraska,"Lancaster County",Federal Government,52,"3,281","3,386","3,354","80,362,418","1,851",0.99,1.19
2025,Nebraska,"Lincoln County",Federal Government,24,247,243,249,"5,496,914","1,717",0.87,1.09
2025,Nebraska,"Logan County",Federal Government,1,4,5,5,"72,914","1,202",1.54,1.73
2025,Nebraska,"Loup County",Federal Government,1,1,1,1,"6,909",531,0.43,0.25
2025,Nebraska,"McPherson County",Federal Government,1,1,1,1,"13,472","1,036",0.92,0.91
2025,Nebraska,"Madison County",Federal Government,15,152,155,155,"3,217,628","1,607",0.37,0.41
2025,Nebraska,"Merrick County",Federal Government,6,22,23,19,"317,967","1,147",0.43,0.45
2025,Nebraska,"Morrill County",Federal Government,6,22,19,19,"294,885","1,134",0.66,0.63
2025,Nebraska,"Nance County",Federal Government,4,15,15,13,"201,570","1,082",0.75,0.74
2025,Nebraska,"Nemaha County",Federal Government,8,28,31,32,"557,478","1,414",0.57,0.41
2025,Nebraska,"Nuckolls County",Federal Government,6,13,14,14,"210,904","1,187",0.46,0.5
2025,Nebraska,"Otoe County",Federal Government,11,52,53,54,"971,851","1,411",0.45,0.46
2025,Nebraska,"Pawnee County",Federal Government,6,20,20,21,"266,899","1,010",1.59,1.38
2025,Nebraska,"Perkins County",Federal Government,5,12,12,13,"154,195",962,0.59,0.41
2025,Nebraska,"Phelps County",Federal Government,7,60,62,61,"1,039,265","1,311",0.66,0.59
2025,Nebraska,"Pierce County",Federal Government,4,21,22,25,"356,037","1,208",0.67,0.65
2025,Nebraska,"Platte County",Federal Government,12,87,91,92,"1,689,714","1,444",0.24,0.23
2025,Nebraska,"Polk County",Federal Government,6,24,20,20,"321,937","1,161",0.74,0.76
2025,Nebraska,"Red Willow County",Federal Government,9,72,72,73,"1,351,482","1,437",0.78,0.91
2025,Nebraska,"Richardson County",Federal Government,8,33,33,33,"450,414","1,050",0.74,0.7
2025,Nebraska,"Rock County",Federal Government,1,2,2,2,"42,572","1,637",0.24,0.3
2025,Nebraska,"Saline County",Federal Government,11,52,52,52,"1,024,026","1,515",0.41,0.43
2025,Nebraska,"Sarpy County",Federal Government,35,"2,725","2,731","2,738","86,236,534","2,429",1.74,2.68
2025,Nebraska,"Saunders County",Federal Government,17,130,105,112,"2,267,840","1,508",1.01,1.26
2025,Nebraska,"Scotts Bluff County",Federal Government,20,149,147,152,"3,174,256","1,635",0.49,0.59
2025,Nebraska,"Seward County",Federal Government,11,56,52,48,"822,548","1,217",0.42,0.44
2025,Nebraska,"Sheridan County",Federal Government,9,23,21,23,"297,495","1,025",0.68,0.64
2025,Nebraska,"Sherman County",Federal Government,4,10,10,11,"116,886",870,0.82,0.67
2025,Nebraska,"Sioux County",Federal Government,2,3,3,3,"47,999","1,231",0.89,1.02
2025,Nebraska,"Stanton County",Federal Government,3,13,9,12,"172,677","1,172",0.49,0.24
2025,Nebraska,"Thayer County",Federal Government,10,33,30,30,"439,259","1,090",0.71,0.63
2025,Nebraska,"Thomas County",Federal Government,4,12,12,12,"163,961","1,051",2.8,2.63
2025,Nebraska,"Thurston County",Federal Government,8,80,75,74,"1,532,877","1,545",1.17,1.24
2025,Nebraska,"Valley County",Federal Government,5,33,26,30,"439,014","1,138",0.9,0.92
2025,Nebraska,"Washington County",Federal Government,7,46,46,47,"960,741","1,595",0.29,0.29
2025,Nebraska,"Wayne County",Federal Government,7,36,31,32,"631,725","1,473",0.4,0.54
2025,Nebraska,"Webster County",Federal Government,6,21,21,24,"298,427","1,043",1.17,1.03
2025,Nebraska,"Wheeler County",Federal Government,1,2,2,2,"20,917",805,0.33,0.24
2025,Nebraska,"York County",Federal Government,10,48,50,48,"820,780","1,297",0.33,0.32
2025,Nebraska,"Unknown Or Undefined",Federal Government,66,785,734,767,"20,412,831","2,061",0.98,0.7
2025,Nevada,"Churchill County",Federal Government,13,570,561,555,"9,305,779","1,274",3.24,2.57
2025,Nevada,"Clark County",Federal Government,122,"15,116","15,005","14,946","372,467,358","1,907",0.69,0.76
2025,Nevada,"Douglas County",Federal Government,13,107,107,109,"2,703,615","1,932",0.27,0.27
2025,Nevada,"Elko County",Federal Government,28,316,310,327,"7,225,014","1,750",0.78,0.78
2025,Nevada,"Esmeralda County",Federal Government,2,3,3,3,"23,556",604,0.57,0.2
2025,Nevada,"Eureka County",Federal Government,1,2,0,2,"35,386","2,042",0.02,0.01
2025,Nevada,"Humboldt County",Federal Government,12,137,140,139,"2,668,062","1,480",0.94,0.7
2025,Nevada,"Lander County",Federal Government,4,61,61,63,"1,156,338","1,442",0.89,0.42
2025,Nevada,"Lincoln County",Federal Government,6,40,40,43,"677,139","1,270",1.65,1.61
2025,Nevada,"Lyon County",Federal Government,9,79,73,79,"1,183,808","1,183",0.3,0.24
2025,Nevada,"Mineral County",Federal Government,5,56,56,56,"1,091,453","1,499",2.58,2.9
2025,Nevada,"Nye County",Federal Government,15,134,132,134,"2,376,726","1,371",0.52,0.38
2025,Nevada,"Pershing County",Federal Government,5,17,14,16,"243,576","1,196",0.41,0.2
2025,Nevada,"Storey County",Federal Government,1,2,2,2,"48,393","1,861",0.01,0
2025,Nevada,"Washoe County",Federal Government,55,"4,089","4,088","4,072","110,806,953","2,088",0.89,1.02
2025,Nevada,"White Pine County",Federal Government,10,124,125,129,"2,297,157","1,402",1.56,1
2025,Nevada,"Carson City",Federal Government,15,562,549,593,"12,477,973","1,690",0.96,0.87
2025,Nevada,"Unknown Or Undefined",Federal Government,63,"1,081","1,082","1,051","31,893,383","2,290",1.7,1.47
2025,New Hampshire,"Belknap County",Federal Government,22,141,143,142,"2,684,132","1,454",0.29,0.3
2025,New Hampshire,"Carroll County",Federal Government,32,136,137,142,"2,646,328","1,472",0.38,0.43
2025,New Hampshire,"Cheshire County",Federal Government,27,181,178,180,"3,267,005","1,399",0.3,0.28
2025,New Hampshire,"Coos County",Federal Government,20,354,343,352,"9,566,369","2,105",1.58,2.35
2025,New Hampshire,"Grafton County",Federal Government,41,548,551,551,"12,451,478","1,741",0.52,0.45
2025,New Hampshire,"Hillsborough County",Federal Government,67,"4,615","4,606","4,564","134,166,927","2,246",1.18,1.23
2025,New Hampshire,"Merrimack County",Federal Government,49,916,917,905,"26,169,398","2,206",0.61,0.78
2025,New Hampshire,"Rockingham County",Federal Government,67,"1,621","1,642","1,633","42,495,326","2,003",0.55,0.54
2025,New Hampshire,"Strafford County",Federal Government,22,344,332,336,"8,310,936","1,895",0.37,0.4
2025,New Hampshire,"Sullivan County",Federal Government,18,77,77,78,"1,588,962","1,581",0.3,0.31
2025,New Hampshire,"Unknown Or Undefined",Federal Government,68,230,230,225,"8,424,012","2,838",0.23,0.15
2025,New Jersey,"Atlantic County",Federal Government,49,"2,552","2,517","2,539","80,080,828","2,429",1.07,1.66
2025,New Jersey,"Bergen County",Federal Government,88,"2,634","2,603","2,610","57,226,952","1,683",0.31,0.24
2025,New Jersey,"Burlington County",Federal Government,99,"4,948","4,897","4,943","107,662,870","1,680",1.2,1.04
2025,New Jersey,"Camden County",Federal Government,55,"2,305","2,291","2,286","54,971,273","1,843",0.57,0.59
2025,New Jersey,"Cape May County",Federal Government,33,451,448,446,"8,584,714","1,473",0.66,0.76
2025,New Jersey,"Cumberland County",Federal Government,31,617,619,618,"14,494,246","1,804",0.53,0.66
2025,New Jersey,"Essex County",Federal Government,80,"8,821","8,763","8,847","289,341,859","2,526",1.3,1.31
2025,New Jersey,"Gloucester County",Federal Government,34,514,510,501,"9,887,430","1,496",0.2,0.2
2025,New Jersey,"Hudson County",Federal Government,44,"4,319","4,289","4,263","93,041,381","1,668",0.81,0.47
2025,New Jersey,"Hunterdon County",Federal Government,32,255,242,251,"4,629,083","1,428",0.27,0.18
2025,New Jersey,"Mercer County",Federal Government,51,"2,344","2,332","2,331","61,387,000","2,022",0.46,0.33
2025,New Jersey,"Middlesex County",Federal Government,71,"2,681","2,716","2,715","73,902,502","2,102",0.33,0.29
2025,New Jersey,"Monmouth County",Federal Government,77,"1,821","1,808","1,820","42,140,152","1,785",0.34,0.31
2025,New Jersey,"Morris County",Federal Government,76,"5,925","5,911","5,876","177,704,233","2,315",1.01,0.77
2025,New Jersey,"Ocean County",Federal Government,51,"3,355","3,323","3,329","80,382,196","1,854",0.92,1.18
2025,New Jersey,"Passaic County",Federal Government,42,948,932,932,"21,417,850","1,758",0.28,0.29
2025,New Jersey,"Salem County",Federal Government,18,160,153,162,"2,852,189","1,386",0.39,0.29
2025,New Jersey,"Somerset County",Federal Government,43,"1,624","1,622","1,637","45,328,785","2,142",0.44,0.26
2025,New Jersey,"Sussex County",Federal Government,30,289,292,294,"5,101,287","1,345",0.4,0.35
2025,New Jersey,"Union County",Federal Government,49,"1,330","1,317","1,314","32,156,172","1,873",0.3,0.24
2025,New Jersey,"Warren County",Federal Government,22,224,216,219,"3,885,713","1,361",0.34,0.26
2025,New Jersey,"Unknown Or Undefined",Federal Government,86,"2,232","2,285","2,196","78,910,461","2,713",0.48,0.32
2025,New Mexico,"Bernalillo County",Federal Government,105,"14,099","13,983","13,984","375,141,100","2,058",2.1,2.59
2025,New Mexico,"Catron County",Federal Government,10,70,71,69,"1,306,613","1,436",5.25,7.59
2025,New Mexico,"Chaves County",Federal Government,18,251,254,254,"5,376,394","1,635",0.6,0.81
2025,New Mexico,"Cibola County",Federal Government,18,168,168,166,"3,358,943","1,544",1.19,1.51
2025,New Mexico,"Colfax County",Federal Government,11,43,43,48,"792,599","1,365",0.61,0.69
2025,New Mexico,"Curry County",Federal Government,33,898,897,889,"14,057,864","1,209",2.52,2.59
2025,New Mexico,"De Baca County",Federal Government,5,14,13,11,"134,577",817,1.37,1.22
